x y
404.4705334938139 1411.4425879795917
1102.4294831674106 904.0851422818575
316.63030175377645 101.84538620250416
1304.179878620771 600.4449517344099
202.73629650967467 1302.685657995174
197.2574196716671 1285.1193820186909
1100.492340457639 904.8467092941587
390.8445217075088 1394.3110169877332
987.0853893211781 984.9492676794273
195.79334377734438 1287.6909490472726
1416.6373602581696 413.7272087741829
1496.2026029200865 308.73503011619584
292.29337868056643 81.45670014623981
1007.7599152494593 996.2828926701197
595.0537668285605 1196.5230027591683
1414.3096919893874 386.23841623516086
892.290936510674 203.9544089171366
1402.3094714112362 388.30404834674226
1307.2219746851538 598.8541112823877
602.7517263816146 1200.343487754673
1105.6015158008038 899.9404969014148
203.56137213041146 1289.0514075738881
1104.0364848992333 905.7097062349169
1297.723515649076 600.1368816616964
501.08058289442954 497.79304197330833
1496.7238802732495 309.6821769753501
1498.9922765544761 292.24360302828745
202.34259577459895 1310.622239873174
1488.4015855891855 301.7435572091139
399.6504838165878 1421.939661882407
894.5793429626368 195.06961215068918
601.4145792202344 1195.7443471021083
1496.443265094012 299.20126901182414
407.03476035133656 1399.7450302688328
1405.9119908355317 400.576126514945
307.6924034289257 104.04982699364814
501.3538471671677 513.0741641935101
319.3976828370969 99.6464249689456
1093.3228860853142 893.2833583368453
1392.6543599994775 400.4857349421848
319.625920897423 103.38649512238734
203.28020885674368 1302.3025543010588
1306.7208129347675 595.5902198669052
303.6387415271627 108.23836353955633
897.5553497244632 229.07497859177417
887.4761800396242 219.2788391903384
385.5456301367449 1399.0622117823134
995.3342280634985 1001.3883619424199
1502.4413993057312 325.0706200280798
1120.5373212974937 913.778901133846
1011.8533045486149 1005.186230908027
1389.1979352564795 397.32787112030195
598.7487363478434 1211.847148179264
1010.3664087998858 1004.1187342625459
308.4083803958152 111.14432160457966
202.11554550622967 1299.4474622967105
1283.1857411374397 601.2465328564715
1306.240756036285 620.3413576954216
1006.5060425172951 987.793093913735
905.6769451845039 214.93397617873143
496.6760379255153 493.9789233876171
402.07448971036973 1401.02326928544
203.7551672587331 1288.4454815846873
498.4695988006238 489.30917996996465
892.2032333813847 202.90119641862407
1499.1373700015317 309.2593437823172
508.95151600057574 501.7787761401265
205.1583916736881 1297.0501606682215
1011.9164862834829 989.5775903290319
382.0517419934823 1398.8400529591552
1101.1195486594784 904.4640821464405
903.3936890644995 220.37379246362008
405.04622875551433 1382.6820826185988
1003.3656218485302 1010.7882207177207
293.3526714179182 98.31519894195209
604.2112223033074 1192.2790674466305
299.2383053993859 115.56152331598317
600.3428866592776 1196.5628296455577
1507.164787156155 294.6703996595422
391.1206282577792 1406.628148881112
1313.5123599050485 614.1701653544477
1100.8209960342904 907.3578530267454
496.44362606728066 495.98649055418
1296.293137636782 593.7245069656745
490.6353442766108 497.5085627891392
1510.8800398217666 320.172289343025
603.8747662577255 1212.6556746273736
1399.7605880637987 409.2641789096488
1102.53039169418 903.4742947240576
896.8843563633992 185.66858241314213
906.2193144935309 209.83360803367304
601.293963420065 1202.932528322874
1411.223518851283 392.1179822998051
1396.6606759374047 394.6355152153665
316.57379326042434 97.48244110353635
501.5469622602102 499.48765374399085
991.7107703934606 1002.5226402803684
1096.3603911440052 887.2489767451813
1519.0704180086823 295.39344859216527
919.9568073670554 190.8222586460708
1297.3267218487845 605.0243119345454
1300.8801015199647 605.0292998239903
405.34236088725805 1401.9544771164933
593.5346555032194 1206.665705383118
206.01205184061865 1305.8552022560887
508.9114160166717 501.0460142786319
1009.487171945993 1001.6485558311698
605.6023585137038 1203.985164984498
1405.489445208647 397.38951595695
507.709186287123 517.2650226364067
